市区町村,種別,日付,候補者数,年齢中央値,年齢最小値,男性,女性,新人割合,65歳以上割合,自民+公明割合,共産+社民割合,無所属割合
七尾市,首長,2012/10/28,1,63.0,63.0,1,0,1.0,0.0,0.0,0.0,1.0
七尾市,首長,2016/10/23,1,67.0,67.0,1,0,0.0,1.0,0.0,0.0,1.0
七尾市,首長,2020/10/25,1,55.0,55.0,1,0,1.0,0.0,0.0,0.0,1.0
七戸町,議員,2015/4/26,16,66.0,45.0,0,0,0.1875,0.5625,0.0,0.0625,0.9375
七戸町,議員,2019/4/21,16,67.5,49.0,15,1,0.1875,0.5625,0.0,0.0625,0.9375
七戸町,首長,2013/4/14,1,64.0,64.0,1,0,0.0,0.0,0.0,0.0,1.0
七戸町,首長,2017/4/16,1,68.0,68.0,1,0,0.0,1.0,0.0,0.0,1.0
七戸町,首長,2021/4/18,1,72.0,72.0,1,0,0.0,1.0,0.0,0.0,1.0
七飯町,議員,2015/4/26,18,63.0,32.0,17,1,0.16666666666666666,0.4444444444444444,0.1111111111111111,0.05555555555555555,0.8333333333333334
七飯町,議員,2019/4/21,18,64.5,36.0,16,2,0.1111111111111111,0.5,0.1111111111111111,0.05555555555555555,0.8333333333333334
七飯町,首長,2014/4/13,1,59.0,59.0,1,0,0.0,0.0,0.0,0.0,1.0
七飯町,首長,2018/4/8,1,63.0,63.0,1,0,0.0,0.0,0.0,0.0,1.0
三原市,議員,2013/4/14,28,61.0,39.0,24,4,0.35714285714285715,0.2857142857142857,0.10714285714285714,0.03571428571428571,0.8571428571428571
三原市,議員,2017/4/16,26,63.0,41.0,22,4,0.19230769230769232,0.38461538461538464,0.11538461538461539,0.038461538461538464,0.8461538461538461
三原市,議員,2021/4/4,25,65.0,35.0,22,3,0.16,0.52,0.12,0.04,0.84
三原市,首長,2013/4/14,1,66.0,66.0,1,0,1.0,1.0,0.0,0.0,1.0
三原市,首長,2017/4/16,1,70.0,70.0,1,0,0.0,1.0,0.0,0.0,1.0
三原市,首長,2020/8/9,1,35.0,35.0,1,0,1.0,0.0,1.0,0.0,0.0
三原村,議員,2015/4/26,8,61.0,50.0,0,0,0.25,0.5,0.0,0.0,1.0
三原村,議員,2019/4/21,8,61.0,54.0,7,1,0.25,0.375,0.0,0.0,1.0
三原村,首長,2013/12/22,1,65.0,65.0,1,0,1.0,1.0,0.0,0.0,1.0
三原村,首長,2017/12/17,1,69.0,69.0,1,0,0.0,1.0,0.0,0.0,1.0
三原村,首長,2021/12/19,1,73.0,73.0,1,0,0.0,1.0,0.0,0.0,1.0
三好市,議員,2014/4/13,22,63.0,41.0,22,0,0.09090909090909091,0.45454545454545453,0.045454545454545456,0.045454545454545456,0.9090909090909091
三好市,議員,2018/4/8,22,65.0,38.0,21,1,0.18181818181818182,0.5454545454545454,0.045454545454545456,0.0,0.9545454545454546
三好市,首長,2013/7/21,1,65.0,65.0,1,0,1.0,1.0,0.0,0.0,1.0
三好市,首長,2017/7/9,1,69.0,69.0,1,0,0.0,1.0,0.0,0.0,1.0
三宅村,議員,2012/2/12,8,63.5,48.0,8,0,0.375,0.5,0.125,0.125,0.75
三宅村,議員,2016/2/7,8,60.5,49.0,7,1,0.75,0.375,0.125,0.125,0.75
三宅村,議員,2020/2/9,8,62.5,46.0,7,1,0.125,0.375,0.125,0.125,0.75
三宅村,首長,2012/2/12,1,72.0,72.0,1,0,1.0,1.0,0.0,0.0,1.0
三宅村,首長,2016/2/7,1,76.0,76.0,1,0,0.0,1.0,0.0,0.0,1.0
三宅村,首長,2020/2/9,1,80.0,80.0,1,0,0.0,1.0,0.0,0.0,1.0
三宅町,議員,2015/4/26,10,68.5,30.0,9,1,0.6,0.6,0.0,0.1,0.9
三宅町,議員,2019/4/21,10,58.5,48.0,9,1,0.2,0.4,0.0,0.1,0.9
三宅町,首長,2012/7/22,1,46.0,46.0,1,0,0.0,0.0,0.0,0.0,1.0
三宅町,首長,2016/7/10,1,32.0,32.0,1,0,1.0,0.0,0.0,0.0,1.0
三宅町,首長,2020/7/12,1,36.0,36.0,1,0,0.0,0.0,0.0,0.0,1.0
三島市,議員,2015/4/26,22,57.0,38.0,0,0,0.2727272727272727,0.18181818181818182,0.13636363636363635,0.09090909090909091,0.7272727272727273
三島市,議員,2019/4/21,22,57.5,39.0,0,0,0.18181818181818182,0.13636363636363635,0.18181818181818182,0.09090909090909091,0.6818181818181818
三島市,首長,2014/12/14,1,71.0,71.0,1,0,0.0,1.0,0.0,0.0,1.0
三島市,首長,2018/12/16,1,75.0,75.0,1,0,0.0,1.0,0.0,0.0,1.0
三島村,議員,2015/4/26,7,63.0,51.0,6,1,0.14285714285714285,0.2857142857142857,0.0,0.0,1.0
三島村,議員,2019/4/21,7,62.0,36.0,7,0,0.14285714285714285,0.42857142857142855,0.0,0.0,1.0
三島村,首長,2013/11/17,1,55.0,55.0,1,0,0.0,0.0,0.0,0.0,1.0
三島村,首長,2017/11/5,1,59.0,59.0,1,0,0.0,0.0,0.0,0.0,1.0
三島村,首長,2021/11/14,1,63.0,63.0,1,0,0.0,0.0,0.0,0.0,1.0
三島町,議員,2012/4/15,8,63.5,47.0,8,0,0.5,0.5,0.0,0.0,1.0
三島町,議員,2016/4/17,8,62.5,47.0,8,0,0.375,0.375,0.0,0.0,1.0
三島町,議員,2020/4/19,8,65.5,43.0,8,0,0.25,0.625,0.0,0.0,1.0
三島町,首長,2015/4/26,1,63.0,63.0,1,0,1.0,0.0,0.0,0.0,1.0
三島町,首長,2019/4/21,1,67.0,67.0,1,0,0.0,1.0,0.0,0.0,1.0
三川町,議員,2013/1/27,10,62.0,54.0,10,0,0.3,0.1,0.0,0.1,0.9
三川町,議員,2017/2/5,10,61.5,34.0,10,0,0.2,0.4,0.0,0.1,0.9
三川町,議員,2021/2/7,10,62.5,38.0,10,0,0.2,0.4,0.0,0.1,0.9
三川町,首長,2015/2/1,1,62.0,62.0,1,0,0.0,0.0,0.0,0.0,1.0
三川町,首長,2019/1/27,1,66.0,66.0,1,0,0.0,1.0,0.0,0.0,1.0
三戸町,議員,2012/3/11,14,62.0,48.0,13,1,0.07142857142857142,0.2857142857142857,0.0,0.07142857142857142,0.9285714285714286
三戸町,議員,2016/3/6,14,60.0,49.0,14,0,0.42857142857142855,0.2857142857142857,0.0,0.07142857142857142,0.9285714285714286
三戸町,議員,2020/3/8,14,60.5,32.0,12,2,0.35714285714285715,0.35714285714285715,0.0,0.0,1.0
三戸町,首長,2012/11/18,1,61.0,61.0,1,0,0.0,0.0,0.0,0.0,1.0
三戸町,首長,2016/11/20,1,53.0,53.0,1,0,1.0,0.0,0.0,0.0,1.0
三戸町,首長,2020/11/22,1,57.0,57.0,1,0,0.0,0.0,0.0,0.0,1.0
三春町,議員,2015/9/13,16,65.0,55.0,13,3,0.25,0.625,0.0625,0.125,0.8125
三春町,議員,2019/9/8,16,66.0,55.0,14,2,0.1875,0.625,0.0625,0.0625,0.875
三春町,首長,2015/9/13,1,75.0,75.0,1,0,0.0,1.0,0.0,0.0,1.0
三春町,首長,2019/9/8,1,63.0,63.0,1,0,1.0,0.0,0.0,0.0,1.0
三朝町,議員,2013/11/10,12,60.5,51.0,11,1,0.5,0.16666666666666666,0.0,0.0,1.0
三朝町,議員,2017/10/29,12,63.0,55.0,12,0,0.16666666666666666,0.4166666666666667,0.0,0.0,0.9166666666666666
三朝町,議員,2021/10/31,12,65.0,58.0,0,0,0.3333333333333333,0.5833333333333334,0.0,0.0,0.9166666666666666
三朝町,首長,2013/11/10,1,72.0,72.0,1,0,0.0,1.0,0.0,0.0,1.0
三朝町,首長,2017/10/29,1,59.0,59.0,1,0,1.0,0.0,0.0,0.0,1.0
三朝町,首長,2021/10/31,1,63.0,63.0,1,0,0.0,0.0,0.0,0.0,1.0
三木市,議員,2015/4/26,16,56.0,27.0,14,2,0.25,0.25,0.125,0.125,0.5625
三木市,議員,2019/4/21,16,62.0,31.0,14,2,0.0625,0.5,0.125,0.125,0.75
三木市,首長,2014/1/19,1,55.0,55.0,1,0,0.0,0.0,0.0,0.0,1.0
三木市,首長,2017/7/2,1,44.0,44.0,1,0,1.0,0.0,0.0,0.0,1.0
三木町,議員,2015/4/26,16,65.0,49.0,0,0,0.25,0.5625,0.0625,0.125,0.8125
三木町,議員,2019/4/21,16,64.5,32.0,0,0,0.4375,0.5,0.0625,0.125,0.75
三木町,首長,2014/9/28,1,72.0,72.0,1,0,0.0,1.0,0.0,0.0,1.0
三木町,首長,2018/9/30,1,65.0,65.0,1,0,1.0,1.0,0.0,0.0,1.0
三条市,議員,2014/4/27,26,63.5,29.0,24,2,0.19230769230769232,0.34615384615384615,0.11538461538461539,0.11538461538461539,0.7692307692307693
三条市,議員,2018/4/22,22,67.5,33.0,21,1,0.045454545454545456,0.5454545454545454,0.13636363636363635,0.13636363636363635,0.7272727272727273
三条市,首長,2014/10/26,1,42.0,42.0,1,0,0.0,0.0,0.0,0.0,1.0
三条市,首長,2018/10/28,1,46.0,46.0,1,0,0.0,0.0,0.0,0.0,1.0
三条市,首長,2020/11/8,1,34.0,34.0,1,0,1.0,0.0,0.0,0.0,1.0
三次市,議員,2012/4/15,26,59.5,28.0,23,3,0.2692307692307692,0.23076923076923078,0.07692307692307693,0.038461538461538464,0.8461538461538461
三次市,議員,2016/4/3,24,60.5,40.0,21,3,0.25,0.25,0.08333333333333333,0.041666666666666664,0.875
三次市,議員,2020/4/12,24,61.5,29.0,21,3,0.25,0.2916666666666667,0.08333333333333333,0.041666666666666664,0.8333333333333334
三次市,首長,2015/4/26,1,68.0,68.0,1,0,0.0,1.0,0.0,0.0,1.0
三次市,首長,2019/4/21,1,43.0,43.0,0,0,1.0,0.0,0.0,0.0,1.0
三沢市,議員,2012/3/4,18,60.5,30.0,16,2,0.05555555555555555,0.2222222222222222,0.3333333333333333,0.05555555555555555,0.6111111111111112
三沢市,議員,2016/3/6,18,62.0,34.0,16,2,0.2222222222222222,0.3888888888888889,0.7777777777777778,0.0,0.2222222222222222
三沢市,議員,2020/3/8,18,63.5,30.0,15,3,0.1111111111111111,0.4444444444444444,0.7222222222222222,0.05555555555555555,0.2222222222222222
三沢市,首長,2015/6/7,1,73.0,73.0,1,0,0.0,1.0,0.0,0.0,1.0
三沢市,首長,2019/6/2,1,69.0,69.0,1,0,1.0,1.0,0.0,0.0,1.0
三浦市,議員,2015/4/26,13,57.0,37.0,9,4,0.23076923076923078,0.15384615384615385,0.3076923076923077,0.23076923076923078,0.46153846153846156
三浦市,議員,2019/4/21,13,61.0,41.0,10,3,0.3076923076923077,0.15384615384615385,0.46153846153846156,0.15384615384615385,0.38461538461538464
三浦市,首長,2013/6/16,1,57.0,57.0,1,0,0.0,0.0,0.0,0.0,1.0
三浦市,首長,2017/6/18,1,61.0,61.0,1,0,0.0,0.0,0.0,0.0,1.0
三田市,議員,2012/9/30,22,55.5,32.0,16,6,0.09090909090909091,0.13636363636363635,0.18181818181818182,0.13636363636363635,0.5
三田市,議員,2016/9/25,22,57.5,38.0,17,5,0.2727272727272727,0.13636363636363635,0.18181818181818182,0.13636363636363635,0.5
三田市,議員,2020/10/4,22,59.5,42.0,18,4,0.22727272727272727,0.09090909090909091,0.2727272727272727,0.13636363636363635,0.45454545454545453
三田市,首長,2015/7/26,1,63.0,63.0,1,0,1.0,0.0,0.0,0.0,1.0
三田市,首長,2019/7/21,1,67.0,67.0,1,0,0.0,1.0,0.0,0.0,1.0
三種町,議員,2014/5/18,18,60.0,44.0,17,1,0.2222222222222222,0.3333333333333333,0.0,0.1111111111111111,0.8888888888888888
三種町,議員,2018/5/13,16,65.0,48.0,15,1,0.0625,0.5,0.0,0.125,0.875
三種町,首長,2014/5/18,1,61.0,61.0,1,0,0.0,0.0,0.0,0.0,1.0
三種町,首長,2018/5/13,1,46.0,46.0,1,0,1.0,0.0,0.0,0.0,1.0
三笠市,議員,2015/4/26,10,57.0,33.0,10,0,0.3,0.1,0.1,0.1,0.8
三笠市,議員,2019/4/21,10,60.5,37.0,10,0,0.2,0.3,0.1,0.1,0.8
三笠市,首長,2015/4/26,1,64.0,64.0,1,0,1.0,0.0,0.0,0.0,1.0
三笠市,首長,2019/4/21,1,68.0,68.0,1,0,0.0,1.0,0.0,0.0,1.0
三股町,議員,2015/4/26,12,62.0,30.0,11,1,0.25,0.3333333333333333,0.08333333333333333,0.16666666666666666,0.75
三股町,議員,2019/4/21,12,66.0,50.0,10,2,0.16666666666666666,0.5833333333333334,0.08333333333333333,0.16666666666666666,0.75
三股町,首長,2014/9/14,1,61.0,61.0,1,0,0.0,0.0,0.0,0.0,1.0
三股町,首長,2018/9/9,1,65.0,65.0,1,0,0.0,1.0,0.0,0.0,1.0
三芳町,議員,2015/4/26,15,50.0,34.0,11,4,0.3333333333333333,0.06666666666666667,0.2,0.2,0.5333333333333333
三芳町,議員,2019/4/21,15,56.0,38.0,9,6,0.26666666666666666,0.2,0.2,0.2,0.5333333333333333
三芳町,首長,2014/12/14,1,57.0,57.0,1,0,0.0,0.0,0.0,0.0,1.0
三芳町,首長,2018/12/16,1,61.0,61.0,1,0,0.0,0.0,0.0,0.0,1.0
三豊市,議員,2014/1/26,22,61.0,44.0,20,2,0.09090909090909091,0.2727272727272727,0.09090909090909091,0.13636363636363635,0.7727272727272727
三豊市,議員,2018/1/28,22,63.0,41.0,20,2,0.18181818181818182,0.4090909090909091,0.3181818181818182,0.13636363636363635,0.5454545454545454
三豊市,首長,2014/1/26,1,65.0,65.0,1,0,0.0,1.0,0.0,0.0,1.0
三豊市,首長,2017/12/24,1,51.0,51.0,1,0,1.0,0.0,0.0,0.0,1.0
三郷市,議員,2013/7/21,24,57.5,37.0,20,4,0.20833333333333334,0.16666666666666666,0.20833333333333334,0.16666666666666666,0.5416666666666666
三郷市,議員,2017/7/23,24,55.0,26.0,20,4,0.25,0.25,0.20833333333333334,0.16666666666666666,0.5833333333333334
三郷市,首長,2014/10/26,1,68.0,68.0,1,0,0.0,1.0,0.0,0.0,1.0
三郷市,首長,2018/10/21,1,72.0,72.0,1,0,0.0,1.0,0.0,0.0,1.0
三郷町,議員,2015/4/26,13,65.0,40.0,10,3,0.15384615384615385,0.5384615384615384,0.0,0.23076923076923078,0.7692307692307693
三郷町,議員,2019/4/21,13,60.0,43.0,8,5,0.3076923076923077,0.46153846153846156,0.07692307692307693,0.23076923076923078,0.6923076923076923
三郷町,首長,2014/5/25,1,54.0,54.0,1,0,0.0,0.0,0.0,0.0,1.0
三郷町,首長,2018/5/27,1,58.0,58.0,1,0,0.0,0.0,0.0,0.0,1.0
三鷹市,議員,2015/4/26,28,51.0,38.0,23,5,0.10714285714285714,0.10714285714285714,0.2857142857142857,0.14285714285714285,0.39285714285714285
三鷹市,議員,2019/4/21,28,54.5,30.0,20,8,0.21428571428571427,0.17857142857142858,0.32142857142857145,0.14285714285714285,0.35714285714285715
三鷹市,首長,2015/4/26,1,63.0,63.0,0,1,0.0,0.0,0.0,0.0,1.0
三鷹市,首長,2019/4/21,1,65.0,65.0,1,0,1.0,1.0,0.0,0.0,1.0
上ノ国町,議員,2015/4/26,9,71.0,64.0,9,0,0.1111111111111111,0.8888888888888888,0.0,0.0,1.0
上ノ国町,議員,2019/4/21,9,71.0,34.0,9,0,0.3333333333333333,0.7777777777777778,0.0,0.1111111111111111,0.8888888888888888
上ノ国町,首長,2014/5/25,1,60.0,60.0,1,0,0.0,0.0,0.0,0.0,1.0
上ノ国町,首長,2018/5/27,1,64.0,64.0,1,0,0.0,0.0,0.0,0.0,1.0
上三川町,議員,2015/12/27,16,63.5,42.0,15,1,0.3125,0.375,0.0625,0.0625,0.875
上三川町,議員,2019/12/22,14,63.0,46.0,13,1,0.14285714285714285,0.42857142857142855,0.07142857142857142,0.0,0.9285714285714286
上三川町,首長,2015/4/26,1,52.0,52.0,1,0,0.0,0.0,0.0,0.0,1.0
上三川町,首長,2019/4/21,1,56.0,56.0,1,0,0.0,0.0,0.0,0.0,1.0
上勝町,議員,2015/12/20,8,65.0,46.0,7,1,0.25,0.625,0.0,0.125,0.875
上勝町,議員,2019/12/22,8,61.0,49.0,8,0,0.625,0.375,0.0,0.125,0.875
上勝町,首長,2013/4/14,1,55.0,55.0,1,0,1.0,0.0,0.0,0.0,1.0
上勝町,首長,2017/4/16,1,59.0,59.0,1,0,0.0,0.0,0.0,0.0,1.0
上勝町,首長,2021/4/11,1,63.0,63.0,1,0,0.0,0.0,0.0,0.0,1.0
上北山村,議員,2015/4/26,6,67.0,60.0,6,0,0.16666666666666666,0.5,0.0,0.0,1.0
上北山村,議員,2019/4/21,6,68.0,64.0,6,0,0.16666666666666666,0.6666666666666666,0.0,0.0,1.0
上北山村,首長,2012/12/2,1,80.0,80.0,1,0,0.0,1.0,0.0,0.0,1.0
上北山村,首長,2016/12/4,1,64.0,64.0,1,0,1.0,0.0,0.0,0.0,1.0
上北山村,首長,2020/12/6,1,68.0,68.0,1,0,0.0,1.0,0.0,0.0,1.0
上士幌町,議員,2015/4/26,11,65.0,53.0,8,3,0.2727272727272727,0.5454545454545454,0.0,0.09090909090909091,0.9090909090909091
上士幌町,議員,2019/4/21,11,65.0,52.0,8,3,0.45454545454545453,0.5454545454545454,0.0,0.09090909090909091,0.9090909090909091
上士幌町,首長,2013/3/17,1,64.0,64.0,1,0,0.0,0.0,0.0,0.0,1.0
上士幌町,首長,2017/3/12,1,68.0,68.0,1,0,0.0,1.0,0.0,0.0,1.0
上士幌町,首長,2021/3/14,1,72.0,72.0,1,0,0.0,1.0,0.0,0.0,1.0
上天草市,議員,2013/4/21,18,54.5,31.0,15,3,0.05555555555555555,0.2222222222222222,0.0,0.05555555555555555,0.9444444444444444
上天草市,議員,2017/4/23,16,63.0,46.0,14,2,0.0625,0.375,0.0,0.0625,0.9375
上天草市,議員,2021/4/25,16,61.5,41.0,14,2,0.125,0.375,0.0,0.0625,0.9375
上天草市,首長,2014/12/14,1,47.0,47.0,1,0,1.0,0.0,0.0,0.0,1.0
上天草市,首長,2018/11/18,1,51.0,51.0,1,0,0.0,0.0,0.0,0.0,1.0
上富田町,議員,2014/4/27,12,64.5,49.0,10,2,0.3333333333333333,0.5,0.16666666666666666,0.08333333333333333,0.75
上富田町,議員,2018/4/29,12,61.5,30.0,9,3,0.5,0.4166666666666667,0.16666666666666666,0.16666666666666666,0.6666666666666666
上富田町,首長,2014/1/26,1,68.0,68.0,1,0,0.0,1.0,0.0,0.0,1.0
上富田町,首長,2018/1/28,1,54.0,54.0,1,0,1.0,0.0,0.0,0.0,1.0
上富良野町,議員,2015/8/9,14,63.0,46.0,12,2,0.35714285714285715,0.35714285714285715,0.2857142857142857,0.07142857142857142,0.6428571428571429
上富良野町,議員,2019/8/18,14,62.5,33.0,11,3,0.2857142857142857,0.42857142857142855,0.21428571428571427,0.07142857142857142,0.7142857142857143
上富良野町,首長,2012/12/2,1,64.0,64.0,1,0,0.0,0.0,0.0,0.0,1.0
上富良野町,首長,2016/11/27,1,68.0,68.0,1,0,0.0,1.0,0.0,0.0,1.0
上富良野町,首長,2020/11/29,1,53.0,53.0,1,0,1.0,0.0,0.0,0.0,1.0
上小阿仁村,議員,2015/4/26,8,64.0,54.0,6,2,0.375,0.5,0.0,0.0,1.0
上小阿仁村,議員,2019/4/21,8,68.0,61.0,7,1,0.125,0.625,0.0,0.0,1.0
上小阿仁村,首長,2015/4/26,1,60.0,60.0,1,0,1.0,0.0,0.0,0.0,1.0
上小阿仁村,首長,2019/4/21,1,68.0,68.0,1,0,0.0,1.0,0.0,0.0,1.0
上小阿仁村,首長,2020/11/29,1,66.0,66.0,1,0,0.0,1.0,0.0,0.0,1.0
上尾市,議員,2015/12/6,30,59.0,31.0,23,7,0.2,0.2,0.16666666666666666,0.16666666666666666,0.5666666666666667
上尾市,議員,2019/12/1,30,56.0,31.0,24,6,0.3,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5333333333333333
上尾市,首長,2012/2/5,1,67.0,67.0,1,0,0.0,1.0,0.0,0.0,1.0
上尾市,首長,2016/2/7,1,71.0,71.0,1,0,0.0,1.0,0.0,0.0,1.0
上尾市,首長,2017/12/17,1,68.0,68.0,1,0,1.0,1.0,0.0,0.0,1.0
上尾市,首長,2021/11/28,1,72.0,72.0,1,0,0.0,1.0,0.0,0.0,1.0
上山市,議員,2015/4/26,15,59.0,33.0,13,2,0.26666666666666666,0.13333333333333333,0.0,0.13333333333333333,0.8666666666666667
上山市,議員,2019/4/21,15,57.0,33.0,13,2,0.2,0.26666666666666666,0.0,0.06666666666666667,0.9333333333333333
上山市,首長,2015/4/26,1,68.0,68.0,1,0,0.0,1.0,0.0,0.0,1.0
上山市,首長,2019/4/21,1,72.0,72.0,1,0,0.0,1.0,0.0,0.0,1.0
上峰町,議員,2015/1/18,10,65.5,35.0,9,1,0.3,0.5,0.0,0.0,1.0
上峰町,議員,2019/1/13,10,63.0,37.0,10,0,0.3,0.5,0.0,0.0,1.0
上峰町,首長,2013/3/17,1,33.0,33.0,1,0,0.0,0.0,0.0,0.0,1.0
上峰町,首長,2017/3/12,1,37.0,37.0,1,0,0.0,0.0,0.0,0.0,1.0
上峰町,首長,2021/3/14,1,41.0,41.0,1,0,0.0,0.0,0.0,0.0,1.0
上島町,議員,2012/11/4,14,67.0,40.0,13,1,0.14285714285714285,0.5714285714285714,0.07142857142857142,0.07142857142857142,0.8571428571428571
上島町,議員,2016/10/23,14,69.5,41.0,13,1,0.21428571428571427,0.6428571428571429,0.07142857142857142,0.07142857142857142,0.8571428571428571
上島町,議員,2020/10/25,14,65.5,36.0,13,1,0.35714285714285715,0.5714285714285714,0.07142857142857142,0.07142857142857142,0.8571428571428571
上島町,首長,2012/11/4,1,55.0,55.0,1,0,0.0,0.0,0.0,0.0,1.0
上島町,首長,2016/10/23,1,65.0,65.0,1,0,1.0,1.0,0.0,0.0,1.0
上島町,首長,2020/10/25,1,63.0,63.0,1,0,0.0,0.0,0.0,0.0,1.0
上川町,議員,2012/4/15,11,,,0,0,0.0,0.0,0.0,0.09090909090909091,0.9090909090909091
上川町,議員,2016/4/10,11,62.0,42.0,9,2,0.2727272727272727,0.36363636363636365,0.0,0.09090909090909091,0.9090909090909091
上川町,議員,2020/4/12,11,64.0,46.0,10,1,0.2727272727272727,0.36363636363636365,0.0,0.09090909090909091,0.9090909090909091
上川町,首長,2012/4/15,1,63.0,63.0,1,0,0.0,0.0,0.0,0.0,1.0
上川町,首長,2016/4/10,1,67.0,67.0,1,0,0.0,1.0,0.0,0.0,1.0
上川町,首長,2020/4/12,1,71.0,71.0,1,0,0.0,1.0,0.0,0.0,1.0
上市,議員,2013/10/6,12,66.0,40.0,10,2,0.16666666666666666,0.6666666666666666,0.3333333333333333,0.16666666666666666,0.5
上市,議員,2017/10/1,12,63.5,44.0,11,1,0.25,0.4166666666666667,0.25,0.16666666666666666,0.5833333333333334
上市,議員,2021/10/3,12,62.5,31.0,10,2,0.5,0.25,0.25,0.08333333333333333,0.5833333333333334
上市,首長,2013/10/6,1,69.0,69.0,1,0,0.0,1.0,0.0,0.0,1.0
上市,首長,2017/10/1,1,67.0,67.0,1,0,1.0,1.0,0.0,0.0,1.0
上市,首長,2021/10/3,1,71.0,71.0,1,0,0.0,1.0,0.0,0.0,1.0
上松町,議員,2015/4/26,10,63.0,55.0,9,1,0.4,0.5,0.0,0.0,1.0
上松町,議員,2019/4/21,10,64.5,49.0,8,2,0.2,0.5,0.0,0.0,1.0
上松町,首長,2013/3/24,1,60.0,60.0,1,0,0.0,0.0,0.0,0.0,1.0
上松町,首長,2017/3/26,1,61.0,61.0,1,0,1.0,0.0,0.0,0.0,1.0
上松町,首長,2021/3/21,1,65.0,65.0,1,0,0.0,1.0,0.0,0.0,1.0
上板町,議員,2015/9/13,14,66.0,43.0,11,3,0.21428571428571427,0.6428571428571429,0.0,0.07142857142857142,0.9285714285714286
上板町,議員,2019/9/15,13,69.0,47.0,10,3,0.07692307692307693,0.6153846153846154,0.0,0.07692307692307693,0.9230769230769231
上板町,首長,2012/4/15,1,63.0,63.0,1,0,0.0,0.0,0.0,0.0,1.0
上板町,首長,2013/10/20,1,62.0,62.0,1,0,1.0,0.0,0.0,0.0,1.0
上板町,首長,2017/10/1,1,69.0,69.0,1,0,1.0,1.0,0.0,0.0,1.0
上板町,首長,2021/9/19,1,73.0,73.0,1,0,0.0,1.0,0.0,0.0,1.0
上毛町,議員,2015/2/1,12,62.5,38.0,12,0,0.25,0.3333333333333333,0.0,0.08333333333333333,0.9166666666666666
上毛町,議員,2019/2/3,12,65.5,42.0,11,1,0.16666666666666666,0.6666666666666666,0.0,0.08333333333333333,0.9166666666666666
上毛町,首長,2013/10/27,1,49.0,49.0,1,0,1.0,0.0,0.0,0.0,1.0
上毛町,首長,2017/10/29,1,53.0,53.0,1,0,0.0,0.0,0.0,0.0,1.0
上毛町,首長,2021/10/31,1,57.0,57.0,1,0,0.0,0.0,0.0,0.0,1.0
上牧町,議員,2015/4/26,12,58.5,45.0,9,3,0.25,0.25,0.25,0.16666666666666666,0.5833333333333334
上牧町,議員,2019/4/21,12,61.5,47.0,0,0,0.16666666666666666,0.25,0.25,0.16666666666666666,0.5833333333333334
上牧町,首長,2013/3/3,1,62.0,62.0,1,0,0.0,0.0,0.0,0.0,1.0
上牧町,首長,2017/3/5,1,66.0,66.0,1,0,0.0,1.0,0.0,0.0,1.0
上牧町,首長,2021/2/28,1,70.0,70.0,1,0,0.0,1.0,0.0,0.0,1.0
上田市,議員,2014/3/30,30,57.5,27.0,28,2,0.3333333333333333,0.16666666666666666,0.13333333333333333,0.13333333333333333,0.7
上田市,議員,2018/3/25,30,56.0,29.0,27,3,0.23333333333333334,0.26666666666666666,0.13333333333333333,0.13333333333333333,0.7
上田市,首長,2014/3/30,1,61.0,61.0,1,0,0.0,0.0,0.0,0.0,1.0
上田市,首長,2018/3/25,1,61.0,61.0,1,0,1.0,0.0,0.0,0.0,1.0
上砂川町,議員,2013/2/3,9,61.0,40.0,9,0,0.3333333333333333,0.4444444444444444,0.1111111111111111,0.1111111111111111,0.6666666666666666
上砂川町,議員,2017/2/5,9,63.0,44.0,9,0,0.2222222222222222,0.4444444444444444,0.1111111111111111,0.1111111111111111,0.5555555555555556
上砂川町,議員,2021/2/7,8,61.0,48.0,7,1,0.25,0.375,0.125,0.125,0.625
上砂川町,首長,2014/4/13,1,55.0,55.0,1,0,1.0,0.0,0.0,0.0,1.0
上砂川町,首長,2018/4/15,1,59.0,59.0,1,0,0.0,0.0,0.0,0.0,1.0
上越市,議員,2012/4/22,32,61.5,34.0,30,2,0.125,0.1875,0.0625,0.09375,0.84375
上越市,議員,2016/4/24,32,62.0,38.0,31,1,0.28125,0.4375,0.0625,0.125,0.8125
上越市,議員,2020/4/26,32,62.5,29.0,25,7,0.28125,0.4375,0.0625,0.09375,0.84375
上越市,首長,2013/10/27,1,65.0,65.0,1,0,0.0,1.0,0.0,0.0,1.0
上越市,首長,2017/10/22,1,69.0,69.0,1,0,0.0,1.0,0.0,0.0,1.0
上越市,首長,2021/10/31,1,46.0,46.0,1,0,1.0,0.0,0.0,0.0,1.0
上郡町,議員,2012/9/30,12,56.0,39.0,11,1,0.25,0.3333333333333333,0.08333333333333333,0.08333333333333333,0.8333333333333334
上郡町,議員,2013/7/21,12,60.0,40.0,0,0,0.3333333333333333,0.25,0.08333333333333333,0.08333333333333333,0.8333333333333334
上郡町,議員,2017/7/2,10,64.0,44.0,9,1,0.1,0.4,0.1,0.0,0.9
上郡町,首長,2013/7/21,1,65.0,65.0,1,0,1.0,1.0,0.0,0.0,1.0
上郡町,首長,2017/7/2,1,69.0,69.0,1,0,0.0,1.0,0.0,0.0,1.0
